date,time,height
30/04/2011,20:11,3.71
01/05/2011,01:47,1.42
01/05/2011,08:18,3.78
01/05/2011,14:05,1.16
01/05/2011,20:45,3.81
02/05/2011,02:21,1.26
02/05/2011,08:55,3.85
02/05/2011,14:37,1.11
02/05/2011,21:18,3.89
03/05/2011,02:54,1.14
03/05/2011,09:31,3.89
03/05/2011,15:08,1.11
03/05/2011,21:50,3.94
04/05/2011,03:28,1.06
04/05/2011,10:05,3.89
04/05/2011,15:39,1.15
04/05/2011,22:22,3.95
05/05/2011,04:02,1.04
05/05/2011,10:41,3.86
05/05/2011,16:11,1.23
05/05/2011,22:54,3.93
06/05/2011,04:38,1.06
06/05/2011,11:17,3.8
06/05/2011,16:45,1.34
06/05/2011,23:28,3.88
07/05/2011,05:15,1.12
07/05/2011,11:56,3.72
07/05/2011,17:23,1.48
08/05/2011,00:05,3.8
08/05/2011,05:59,1.2
08/05/2011,12:40,3.62
08/05/2011,18:06,1.65
09/05/2011,00:50,3.71
09/05/2011,06:50,1.3
09/05/2011,13:32,3.52
09/05/2011,18:59,1.83
10/05/2011,01:42,3.62
10/05/2011,07:56,1.38
10/05/2011,14:34,3.44
10/05/2011,20:10,1.95
11/05/2011,02:46,3.56
11/05/2011,09:14,1.36
11/05/2011,15:46,3.43
11/05/2011,21:33,1.96
12/05/2011,03:59,3.57
12/05/2011,10:28,1.23
12/05/2011,16:59,3.51
12/05/2011,22:50,1.82
13/05/2011,05:11,3.67
13/05/2011,11:33,1.05
13/05/2011,18:04,3.66
13/05/2011,23:55,1.58
14/05/2011,06:17,3.83
14/05/2011,12:29,0.86
14/05/2011,19:00,3.83
15/05/2011,00:50,1.31
15/05/2011,07:17,4
15/05/2011,13:20,0.72
15/05/2011,19:51,3.99
16/05/2011,01:40,1.04
16/05/2011,08:12,4.14
16/05/2011,14:06,0.66
16/05/2011,20:39,4.12
17/05/2011,02:27,0.81
17/05/2011,09:03,4.22
17/05/2011,14:51,0.69
17/05/2011,21:25,4.2
18/05/2011,03:13,0.67
18/05/2011,09:53,4.23
18/05/2011,15:35,0.82
18/05/2011,22:09,4.22
19/05/2011,03:59,0.63
19/05/2011,10:41,4.15
19/05/2011,16:17,1.03
19/05/2011,22:52,4.18
20/05/2011,04:44,0.7
20/05/2011,11:28,4
20/05/2011,16:59,1.27
20/05/2011,23:35,4.09
21/05/2011,05:31,0.86
21/05/2011,12:15,3.81
21/05/2011,17:40,1.53
22/05/2011,00:17,3.96
22/05/2011,06:19,1.07
22/05/2011,13:04,3.62
22/05/2011,18:23,1.77
23/05/2011,01:03,3.81
23/05/2011,07:12,1.31
23/05/2011,13:56,3.44
23/05/2011,19:12,1.98
24/05/2011,01:53,3.65
24/05/2011,08:15,1.51
24/05/2011,14:55,3.32
24/05/2011,20:14,2.12
25/05/2011,02:52,3.52
25/05/2011,09:25,1.63
25/05/2011,15:59,3.26
25/05/2011,21:32,2.16
26/05/2011,03:58,3.43
26/05/2011,10:31,1.66
26/05/2011,17:04,3.29
26/05/2011,22:46,2.1
27/05/2011,05:05,3.42
27/05/2011,11:29,1.63
27/05/2011,18:02,3.38
27/05/2011,23:47,1.95
28/05/2011,06:06,3.46
28/05/2011,12:16,1.56
28/05/2011,18:50,3.5
29/05/2011,00:36,1.77
29/05/2011,06:59,3.54
29/05/2011,12:56,1.48
29/05/2011,19:34,3.62
30/05/2011,01:18,1.59
30/05/2011,07:44,3.63
30/05/2011,13:33,1.41
30/05/2011,20:12,3.74
31/05/2011,01:56,1.41
31/05/2011,08:26,3.71
31/05/2011,14:08,1.34
31/05/2011,20:49,3.84
01/06/2011,02:33,1.25
01/06/2011,09:06,3.79
01/06/2011,14:43,1.3
01/06/2011,21:25,3.93
02/06/2011,03:10,1.11
02/06/2011,09:46,3.84
02/06/2011,15:18,1.27
02/06/2011,22:00,3.98
03/06/2011,03:47,1
03/06/2011,10:25,3.86
03/06/2011,15:55,1.28
03/06/2011,22:37,4
04/06/2011,04:26,0.93
04/06/2011,11:05,3.85
04/06/2011,16:34,1.31
04/06/2011,23:14,4
05/06/2011,05:08,0.91
05/06/2011,11:46,3.81
05/06/2011,17:14,1.39
05/06/2011,23:55,3.96
06/06/2011,05:53,0.93
06/06/2011,12:31,3.74
06/06/2011,17:59,1.49
07/06/2011,00:39,3.91
07/06/2011,06:42,0.99
07/06/2011,13:20,3.66
07/06/2011,18:48,1.62
08/06/2011,01:28,3.83
08/06/2011,07:39,1.07
08/06/2011,14:15,3.58
08/06/2011,19:47,1.74
09/06/2011,02:25,3.76
09/06/2011,08:44,1.14
09/06/2011,15:17,3.54
09/06/2011,20:56,1.82
10/06/2011,03:31,3.71
10/06/2011,09:53,1.18
10/06/2011,16:25,3.55
10/06/2011,22:11,1.79
11/06/2011,04:41,3.71
11/06/2011,11:00,1.18
11/06/2011,17:31,3.63
11/06/2011,23:25,1.66
12/06/2011,05:53,3.77
12/06/2011,12:03,1.14
12/06/2011,18:33,3.75
13/06/2011,00:30,1.44
13/06/2011,06:59,3.87
13/06/2011,12:59,1.11
13/06/2011,19:29,3.89
14/06/2011,01:26,1.2
14/06/2011,07:58,3.96
14/06/2011,13:49,1.08
14/06/2011,20:20,4.02
15/06/2011,02:17,0.97
15/06/2011,08:52,4.03
15/06/2011,14:35,1.09
15/06/2011,21:08,4.13
16/06/2011,03:04,0.8
16/06/2011,09:42,4.05
16/06/2011,15:19,1.14
16/06/2011,21:53,4.19
17/06/2011,03:50,0.72
17/06/2011,10:29,4.02
17/06/2011,16:00,1.22
17/06/2011,22:36,4.19
18/06/2011,04:33,0.73
18/06/2011,11:14,3.93
18/06/2011,16:40,1.33
18/06/2011,23:17,4.15
19/06/2011,05:15,0.83
19/06/2011,11:56,3.81
19/06/2011,17:18,1.46
19/06/2011,23:57,4.06
20/06/2011,05:56,0.99
20/06/2011,12:38,3.67
20/06/2011,17:56,1.6
21/06/2011,00:38,3.93
21/06/2011,06:37,1.19
21/06/2011,13:20,3.54
21/06/2011,18:35,1.76
22/06/2011,01:19,3.78
22/06/2011,07:20,1.4
22/06/2011,14:05,3.42
22/06/2011,19:20,1.92
23/06/2011,02:05,3.63
23/06/2011,08:11,1.59
23/06/2011,14:56,3.33
23/06/2011,20:16,2.06
24/06/2011,02:58,3.5
24/06/2011,09:11,1.75
24/06/2011,15:56,3.3
24/06/2011,21:29,2.14
25/06/2011,04:00,3.4
25/06/2011,10:17,1.82
25/06/2011,16:59,3.33
25/06/2011,22:48,2.11
26/06/2011,05:08,3.38
26/06/2011,11:23,1.82
26/06/2011,17:59,3.41
26/06/2011,23:57,1.97
27/06/2011,06:13,3.42
27/06/2011,12:17,1.76
27/06/2011,18:53,3.53
28/06/2011,00:50,1.78
28/06/2011,07:10,3.51
28/06/2011,13:03,1.67
28/06/2011,19:39,3.67
29/06/2011,01:35,1.55
29/06/2011,07:59,3.63
29/06/2011,13:44,1.56
29/06/2011,20:21,3.81
30/06/2011,02:14,1.32
30/06/2011,08:44,3.75
30/06/2011,14:23,1.44
30/06/2011,21:02,3.94
01/07/2011,02:54,1.09
01/07/2011,09:27,3.86
01/07/2011,15:02,1.31
01/07/2011,21:41,4.06
02/07/2011,03:33,0.88
02/07/2011,10:09,3.94
02/07/2011,15:41,1.22
02/07/2011,22:21,4.14
03/07/2011,04:14,0.72
03/07/2011,10:51,3.98
03/07/2011,16:22,1.17
03/07/2011,23:02,4.19
04/07/2011,04:56,0.63
04/07/2011,11:34,3.97
04/07/2011,17:03,1.18
04/07/2011,23:42,4.19
05/07/2011,05:41,0.63
05/07/2011,12:17,3.92
05/07/2011,17:46,1.26
06/07/2011,00:26,4.14
06/07/2011,06:26,0.72
06/07/2011,13:02,3.83
06/07/2011,18:31,1.39
07/07/2011,01:11,4.05
07/07/2011,07:17,0.89
07/07/2011,13:52,3.73
07/07/2011,19:21,1.55
08/07/2011,02:04,3.93
08/07/2011,08:14,1.11
08/07/2011,14:48,3.63
08/07/2011,20:22,1.71
09/07/2011,03:06,3.79
09/07/2011,09:20,1.32
09/07/2011,15:52,3.57
09/07/2011,21:39,1.81
10/07/2011,04:19,3.69
10/07/2011,10:33,1.48
10/07/2011,17:02,3.58
10/07/2011,23:06,1.76
11/07/2011,05:36,3.67
11/07/2011,11:46,1.53
11/07/2011,18:11,3.67
12/07/2011,00:23,1.57
12/07/2011,06:49,3.73
12/07/2011,12:47,1.51
12/07/2011,19:13,3.82
13/07/2011,01:23,1.32
13/07/2011,07:51,3.82
13/07/2011,13:38,1.45
13/07/2011,20:07,3.97
14/07/2011,02:12,1.08
14/07/2011,08:45,3.91
14/07/2011,14:23,1.38
14/07/2011,20:55,4.1
15/07/2011,02:56,0.9
15/07/2011,09:32,3.96
15/07/2011,15:04,1.31
15/07/2011,21:38,4.19
16/07/2011,03:38,0.78
16/07/2011,10:15,3.96
16/07/2011,15:42,1.28
16/07/2011,22:19,4.22
17/07/2011,04:16,0.76
17/07/2011,10:54,3.93
17/07/2011,16:18,1.27
17/07/2011,22:57,4.21
18/07/2011,04:52,0.81
18/07/2011,11:32,3.87
18/07/2011,16:53,1.32
18/07/2011,23:33,4.14
19/07/2011,05:26,0.94
19/07/2011,12:07,3.77
19/07/2011,17:26,1.42
20/07/2011,00:08,4.03
20/07/2011,05:59,1.12
20/07/2011,12:42,3.67
20/07/2011,18:00,1.56
21/07/2011,00:44,3.89
21/07/2011,06:33,1.33
21/07/2011,13:20,3.56
21/07/2011,18:37,1.73
22/07/2011,01:23,3.73
22/07/2011,07:11,1.56
22/07/2011,14:00,3.45
22/07/2011,19:20,1.93
23/07/2011,02:08,3.57
23/07/2011,07:57,1.79
23/07/2011,14:50,3.37
23/07/2011,20:19,2.11
24/07/2011,03:02,3.43
24/07/2011,09:00,1.98
24/07/2011,15:50,3.33
24/07/2011,21:43,2.21
25/07/2011,04:11,3.34
25/07/2011,10:20,2.07
25/07/2011,17:00,3.36
25/07/2011,23:16,2.13
26/07/2011,05:27,3.35
26/07/2011,11:38,2.03
26/07/2011,18:08,3.47
27/07/2011,00:24,1.91
27/07/2011,06:38,3.45
27/07/2011,12:37,1.89
27/07/2011,19:05,3.63
28/07/2011,01:14,1.62
28/07/2011,07:35,3.6
28/07/2011,13:23,1.7
28/07/2011,19:54,3.81
29/07/2011,01:56,1.3
29/07/2011,08:23,3.77
29/07/2011,14:05,1.49
29/07/2011,20:38,4
30/07/2011,02:36,0.98
30/07/2011,09:08,3.94
30/07/2011,14:44,1.27
30/07/2011,21:20,4.17
31/07/2011,03:17,0.69
31/07/2011,09:51,4.07
31/07/2011,15:25,1.09
31/07/2011,22:02,4.32
01/08/2011,03:57,0.48
01/08/2011,10:33,4.15
01/08/2011,16:05,0.98
01/08/2011,22:44,4.4
02/08/2011,04:39,0.38
02/08/2011,11:15,4.17
02/08/2011,16:46,0.96
02/08/2011,23:26,4.42
03/08/2011,05:21,0.42
03/08/2011,11:57,4.11
03/08/2011,17:26,1.03
04/08/2011,00:08,4.35
04/08/2011,06:05,0.6
04/08/2011,12:40,4
04/08/2011,18:09,1.2
05/08/2011,00:53,4.21
05/08/2011,06:50,0.89
05/08/2011,13:26,3.85
05/08/2011,18:56,1.42
06/08/2011,01:44,4
06/08/2011,07:44,1.26
06/08/2011,14:18,3.7
06/08/2011,19:55,1.67
07/08/2011,02:46,3.78
07/08/2011,08:50,1.61
07/08/2011,15:23,3.58
07/08/2011,21:19,1.86
08/08/2011,04:04,3.61
08/08/2011,10:14,1.85
08/08/2011,16:38,3.56
08/08/2011,23:03,1.84
09/08/2011,05:30,3.57
09/08/2011,11:38,1.9
09/08/2011,17:56,3.64
10/08/2011,00:23,1.62
10/08/2011,06:46,3.64
10/08/2011,12:41,1.81
10/08/2011,19:02,3.8
11/08/2011,01:20,1.35
11/08/2011,07:47,3.76
11/08/2011,13:29,1.67
11/08/2011,19:55,3.96
12/08/2011,02:05,1.12
12/08/2011,08:35,3.86
12/08/2011,14:10,1.52
12/08/2011,20:41,4.1
13/08/2011,02:44,0.95
13/08/2011,09:17,3.93
13/08/2011,14:46,1.38
13/08/2011,21:21,4.2
14/08/2011,03:18,0.85
14/08/2011,09:55,3.97
14/08/2011,15:20,1.27
14/08/2011,21:59,4.25
15/08/2011,03:51,0.81
15/08/2011,10:29,3.98
15/08/2011,15:53,1.21
15/08/2011,22:33,4.25
16/08/2011,04:23,0.85
16/08/2011,11:02,3.95
16/08/2011,16:26,1.22
16/08/2011,23:06,4.19
17/08/2011,04:53,0.95
17/08/2011,11:35,3.89
17/08/2011,16:57,1.3
17/08/2011,23:39,4.09
18/08/2011,05:23,1.12
18/08/2011,12:06,3.81
18/08/2011,17:28,1.43
19/08/2011,00:11,3.96
19/08/2011,05:52,1.33
19/08/2011,12:38,3.71
19/08/2011,18:01,1.61
20/08/2011,00:46,3.8
20/08/2011,06:24,1.57
20/08/2011,13:14,3.6
20/08/2011,18:39,1.83
21/08/2011,01:26,3.63
21/08/2011,07:02,1.83
21/08/2011,13:57,3.49
21/08/2011,19:28,2.06
22/08/2011,02:17,3.46
22/08/2011,07:55,2.09
22/08/2011,14:53,3.4
22/08/2011,20:45,2.23
23/08/2011,03:25,3.34
23/08/2011,09:19,2.26
23/08/2011,16:05,3.37
23/08/2011,22:35,2.2
24/08/2011,04:47,3.32
24/08/2011,11:00,2.24
24/08/2011,17:23,3.45
24/08/2011,23:56,1.94
25/08/2011,06:07,3.44
25/08/2011,12:11,2.04
25/08/2011,18:31,3.62
26/08/2011,00:50,1.6
26/08/2011,07:09,3.63
26/08/2011,13:02,1.78
26/08/2011,19:26,3.84
27/08/2011,01:33,1.22
27/08/2011,07:59,3.85
27/08/2011,13:44,1.49
27/08/2011,20:12,4.08
28/08/2011,02:14,0.85
28/08/2011,08:45,4.06
28/08/2011,14:23,1.21
28/08/2011,20:57,4.3
29/08/2011,02:54,0.53
29/08/2011,09:29,4.22
29/08/2011,15:04,0.98
29/08/2011,21:40,4.48
30/08/2011,03:35,0.32
30/08/2011,10:11,4.32
30/08/2011,15:44,0.83
30/08/2011,22:23,4.58
31/08/2011,04:17,0.26
31/08/2011,10:53,4.33
31/08/2011,16:25,0.8
31/08/2011,23:05,4.58
01/09/2011,04:58,0.39
01/09/2011,11:34,4.26
01/09/2011,17:06,0.89
01/09/2011,23:49,4.47
02/09/2011,05:40,0.68
02/09/2011,12:16,4.13
02/09/2011,17:49,1.09
03/09/2011,00:35,4.26
03/09/2011,06:24,1.08
03/09/2011,13:00,3.96
03/09/2011,18:36,1.37
04/09/2011,01:27,3.99
04/09/2011,07:15,1.54
04/09/2011,13:52,3.77
04/09/2011,19:37,1.68
05/09/2011,02:32,3.72
05/09/2011,08:23,1.95
05/09/2011,14:56,3.62
05/09/2011,21:14,1.89
06/09/2011,03:56,3.53
06/09/2011,10:00,2.18
06/09/2011,16:17,3.57
06/09/2011,23:02,1.84
07/09/2011,05:26,3.52
07/09/2011,11:29,2.16
07/09/2011,17:40,3.65
08/09/2011,00:17,1.6
08/09/2011,06:38,3.62
08/09/2011,12:29,2
08/09/2011,18:46,3.81
09/09/2011,01:09,1.37
09/09/2011,07:33,3.75
09/09/2011,13:14,1.8
09/09/2011,19:38,3.97
10/09/2011,01:49,1.19
10/09/2011,08:17,3.86
10/09/2011,13:50,1.61
10/09/2011,20:20,4.1
11/09/2011,02:22,1.06
11/09/2011,08:55,3.95
11/09/2011,14:23,1.43
11/09/2011,20:59,4.18
12/09/2011,02:52,0.97
12/09/2011,09:29,4.01
12/09/2011,14:56,1.29
12/09/2011,21:34,4.23
13/09/2011,03:22,0.94
13/09/2011,10:02,4.04
13/09/2011,15:27,1.21
13/09/2011,22:07,4.23
14/09/2011,03:51,0.96
14/09/2011,10:32,4.04
14/09/2011,15:59,1.2
14/09/2011,22:39,4.19
15/09/2011,04:20,1.06
15/09/2011,11:03,4.01
15/09/2011,16:29,1.27
15/09/2011,23:11,4.1
16/09/2011,04:48,1.22
16/09/2011,11:32,3.94
16/09/2011,17:00,1.39
16/09/2011,23:41,3.98
17/09/2011,05:17,1.42
17/09/2011,12:02,3.85
17/09/2011,17:32,1.56
18/09/2011,00:15,3.83
18/09/2011,05:47,1.65
18/09/2011,12:35,3.74
18/09/2011,18:09,1.76
19/09/2011,00:55,3.67
19/09/2011,06:23,1.9
19/09/2011,13:16,3.63
19/09/2011,18:55,1.98
20/09/2011,01:44,3.51
20/09/2011,07:10,2.16
20/09/2011,14:09,3.51
20/09/2011,20:05,2.16
21/09/2011,02:50,3.38
21/09/2011,08:29,2.37
21/09/2011,15:19,3.45
21/09/2011,21:53,2.15
22/09/2011,04:13,3.36
22/09/2011,10:20,2.37
22/09/2011,16:40,3.49
22/09/2011,23:21,1.9
23/09/2011,05:35,3.49
23/09/2011,11:41,2.15
23/09/2011,17:54,3.66
24/09/2011,00:19,1.54
24/09/2011,06:41,3.7
24/09/2011,12:34,1.84
24/09/2011,18:53,3.9
25/09/2011,01:05,1.15
25/09/2011,07:32,3.94
25/09/2011,13:18,1.52
25/09/2011,19:44,4.16
26/09/2011,01:47,0.78
26/09/2011,08:19,4.16
26/09/2011,13:59,1.21
26/09/2011,20:30,4.4
27/09/2011,02:29,0.5
27/09/2011,09:02,4.33
27/09/2011,14:41,0.95
27/09/2011,21:16,4.57
28/09/2011,03:10,0.35
28/09/2011,09:46,4.43
28/09/2011,15:22,0.79
28/09/2011,22:01,4.66
29/09/2011,03:52,0.38
29/09/2011,10:28,4.45
29/09/2011,16:04,0.75
29/09/2011,22:46,4.62
30/09/2011,04:34,0.58
30/09/2011,11:09,4.38
30/09/2011,16:47,0.85
30/09/2011,23:32,4.47
01/10/2011,05:17,0.93
01/10/2011,11:52,4.24
01/10/2011,17:32,1.06
02/10/2011,00:20,4.23
02/10/2011,06:00,1.37
02/10/2011,12:37,4.06
02/10/2011,18:22,1.35
03/10/2011,01:14,3.94
03/10/2011,06:50,1.82
03/10/2011,13:28,3.87
03/10/2011,19:26,1.67
04/10/2011,02:20,3.67
04/10/2011,07:58,2.21
04/10/2011,14:32,3.71
04/10/2011,21:08,1.86
05/10/2011,03:44,3.51
05/10/2011,09:38,2.4
05/10/2011,15:52,3.63
05/10/2011,22:45,1.82
06/10/2011,05:09,3.51
06/10/2011,11:05,2.34
06/10/2011,17:14,3.68
06/10/2011,23:55,1.65
07/10/2011,06:17,3.61
07/10/2011,12:05,2.15
07/10/2011,18:19,3.8
08/10/2011,00:44,1.48
08/10/2011,07:08,3.74
08/10/2011,12:50,1.93
08/10/2011,19:11,3.93
09/10/2011,01:21,1.35
09/10/2011,07:50,3.85
09/10/2011,13:26,1.73
09/10/2011,19:53,4.04
10/10/2011,01:53,1.25
10/10/2011,08:26,3.96
10/10/2011,13:58,1.54
10/10/2011,20:32,4.12
11/10/2011,02:22,1.18
11/10/2011,09:00,4.04
11/10/2011,14:30,1.4
11/10/2011,21:07,4.16
12/10/2011,02:51,1.15
12/10/2011,09:32,4.1
12/10/2011,15:02,1.3
12/10/2011,21:41,4.18
13/10/2011,03:20,1.17
13/10/2011,10:03,4.12
13/10/2011,15:35,1.27
13/10/2011,22:13,4.15
14/10/2011,03:50,1.25
14/10/2011,10:33,4.11
14/10/2011,16:06,1.31
14/10/2011,22:45,4.08
15/10/2011,04:19,1.38
15/10/2011,11:03,4.06
15/10/2011,16:38,1.4
15/10/2011,23:18,3.98
16/10/2011,04:48,1.55
16/10/2011,11:33,3.98
16/10/2011,17:12,1.53
16/10/2011,23:53,3.85
17/10/2011,05:20,1.75
17/10/2011,12:07,3.88
17/10/2011,17:50,1.69
18/10/2011,00:33,3.72
18/10/2011,05:57,1.96
18/10/2011,12:47,3.77
18/10/2011,18:36,1.86
19/10/2011,01:23,3.58
19/10/2011,06:44,2.19
19/10/2011,13:38,3.66
19/10/2011,19:41,1.99
20/10/2011,02:25,3.48
20/10/2011,07:56,2.37
20/10/2011,14:43,3.58
20/10/2011,21:14,1.99
21/10/2011,03:41,3.46
21/10/2011,09:35,2.4
21/10/2011,16:00,3.6
21/10/2011,22:38,1.8
22/10/2011,05:00,3.57
22/10/2011,10:59,2.21
22/10/2011,17:14,3.74
22/10/2011,23:41,1.49
23/10/2011,06:06,3.76
23/10/2011,11:59,1.93
23/10/2011,18:18,3.95
24/10/2011,00:32,1.16
24/10/2011,07:02,3.99
24/10/2011,12:49,1.61
24/10/2011,19:14,4.19
25/10/2011,01:19,0.87
25/10/2011,07:50,4.2
25/10/2011,13:35,1.3
25/10/2011,20:05,4.4
26/10/2011,02:03,0.67
26/10/2011,08:36,4.36
26/10/2011,14:19,1.04
26/10/2011,20:53,4.55
27/10/2011,02:47,0.6
27/10/2011,09:20,4.46
27/10/2011,15:03,0.86
27/10/2011,21:41,4.61
28/10/2011,03:29,0.68
28/10/2011,10:05,4.49
28/10/2011,15:47,0.8
28/10/2011,22:29,4.56
29/10/2011,04:13,0.9
29/10/2011,10:47,4.44
29/10/2011,16:33,0.87
29/10/2011,23:17,4.4
30/10/2011,04:56,1.23
30/10/2011,11:31,4.33
30/10/2011,17:20,1.05
31/10/2011,00:06,4.18
31/10/2011,05:40,1.6
31/10/2011,12:17,4.18
31/10/2011,18:11,1.31
01/11/2011,01:00,3.92
01/11/2011,06:28,1.97
01/11/2011,13:06,4
01/11/2011,19:14,1.59
02/11/2011,02:02,3.69
02/11/2011,07:27,2.28
02/11/2011,14:05,3.83
02/11/2011,20:40,1.8
03/11/2011,03:15,3.53
03/11/2011,08:51,2.46
03/11/2011,15:15,3.72
03/11/2011,22:05,1.85
04/11/2011,04:31,3.5
04/11/2011,10:17,2.45
04/11/2011,16:31,3.69
04/11/2011,23:14,1.8
05/11/2011,05:37,3.56
05/11/2011,11:25,2.3
05/11/2011,17:39,3.74
06/11/2011,00:06,1.71
06/11/2011,06:31,3.68
06/11/2011,12:15,2.11
06/11/2011,18:35,3.83
07/11/2011,00:46,1.61
07/11/2011,07:15,3.8
07/11/2011,12:56,1.91
07/11/2011,19:21,3.91
08/11/2011,01:20,1.53
08/11/2011,07:54,3.92
08/11/2011,13:32,1.73
08/11/2011,20:02,3.99
09/11/2011,01:51,1.46
09/11/2011,08:29,4.02
09/11/2011,14:06,1.57
09/11/2011,20:40,4.05
10/11/2011,02:22,1.42
10/11/2011,09:03,4.1
10/11/2011,14:41,1.45
10/11/2011,21:16,4.08
11/11/2011,02:53,1.42
11/11/2011,09:36,4.15
11/11/2011,15:14,1.38
11/11/2011,21:50,4.08
12/11/2011,03:24,1.45
12/11/2011,10:08,4.16
12/11/2011,15:48,1.36
12/11/2011,22:26,4.05
13/11/2011,03:56,1.53
13/11/2011,10:40,4.14
13/11/2011,16:23,1.38
13/11/2011,23:01,3.99
14/11/2011,04:29,1.64
14/11/2011,11:12,4.09
14/11/2011,16:59,1.44
14/11/2011,23:38,3.9
15/11/2011,05:03,1.77
15/11/2011,11:48,4.02
15/11/2011,17:39,1.53
16/11/2011,00:19,3.8
16/11/2011,05:43,1.92
16/11/2011,12:29,3.94
16/11/2011,18:26,1.64
17/11/2011,01:06,3.7
17/11/2011,06:30,2.09
17/11/2011,13:17,3.85
17/11/2011,19:23,1.73
18/11/2011,02:02,3.62
18/11/2011,07:30,2.24
18/11/2011,14:14,3.77
18/11/2011,20:36,1.76
19/11/2011,03:09,3.59
19/11/2011,08:49,2.3
19/11/2011,15:23,3.75
19/11/2011,21:53,1.67
20/11/2011,04:21,3.65
20/11/2011,10:10,2.22
20/11/2011,16:35,3.82
20/11/2011,23:00,1.5
21/11/2011,05:29,3.78
21/11/2011,11:20,2.02
21/11/2011,17:44,3.96
21/11/2011,23:59,1.3
22/11/2011,06:29,3.96
22/11/2011,12:20,1.75
22/11/2011,18:46,4.14
23/11/2011,00:52,1.13
23/11/2011,07:23,4.14
23/11/2011,13:13,1.46
23/11/2011,19:43,4.3
24/11/2011,01:41,1.01
24/11/2011,08:12,4.3
24/11/2011,14:02,1.19
24/11/2011,20:36,4.42
25/11/2011,02:26,0.98
25/11/2011,08:59,4.42
25/11/2011,14:50,0.99
25/11/2011,21:27,4.47
26/11/2011,03:11,1.04
26/11/2011,09:45,4.48
26/11/2011,15:36,0.88
26/11/2011,22:17,4.43
27/11/2011,03:56,1.2
27/11/2011,10:30,4.47
27/11/2011,16:23,0.89
27/11/2011,23:05,4.31
28/11/2011,04:38,1.41
28/11/2011,11:14,4.4
28/11/2011,17:10,1.01
28/11/2011,23:53,4.13
29/11/2011,05:21,1.66
29/11/2011,11:59,4.29
29/11/2011,17:59,1.22
30/11/2011,00:42,3.93
30/11/2011,06:04,1.92
30/11/2011,12:44,4.14
30/11/2011,18:51,1.46
01/12/2011,01:34,3.73
01/12/2011,06:51,2.15
01/12/2011,13:34,3.97
01/12/2011,19:52,1.71
02/12/2011,02:31,3.58
02/12/2011,07:47,2.34
02/12/2011,14:30,3.81
02/12/2011,21:01,1.88
03/12/2011,03:35,3.49
03/12/2011,09:02,2.44
03/12/2011,15:35,3.7
03/12/2011,22:11,1.97
04/12/2011,04:41,3.49
04/12/2011,10:21,2.42
04/12/2011,16:44,3.65
04/12/2011,23:13,1.97
05/12/2011,05:41,3.57
05/12/2011,11:29,2.3
05/12/2011,17:48,3.68
06/12/2011,00:03,1.91
06/12/2011,06:35,3.68
06/12/2011,12:23,2.12
06/12/2011,18:44,3.74
07/12/2011,00:45,1.83
07/12/2011,07:20,3.81
07/12/2011,13:07,1.93
07/12/2011,19:32,3.82
08/12/2011,01:22,1.75
08/12/2011,08:00,3.94
08/12/2011,13:45,1.75
08/12/2011,20:14,3.9
09/12/2011,01:56,1.68
09/12/2011,08:37,4.04
09/12/2011,14:22,1.59
09/12/2011,20:53,3.97
10/12/2011,02:30,1.62
10/12/2011,09:12,4.13
10/12/2011,14:58,1.45
10/12/2011,21:32,4.02
11/12/2011,03:04,1.58
11/12/2011,09:47,4.18
11/12/2011,15:33,1.34
11/12/2011,22:09,4.03
12/12/2011,03:39,1.57
12/12/2011,10:22,4.21
12/12/2011,16:10,1.27
12/12/2011,22:47,4.02
13/12/2011,04:14,1.58
13/12/2011,10:57,4.21
13/12/2011,16:48,1.24
13/12/2011,23:26,3.99
14/12/2011,04:53,1.63
14/12/2011,11:35,4.18
14/12/2011,17:29,1.25
15/12/2011,00:06,3.93
15/12/2011,05:32,1.71
15/12/2011,12:14,4.12
15/12/2011,18:13,1.31
16/12/2011,00:50,3.85
16/12/2011,06:16,1.83
16/12/2011,12:59,4.05
16/12/2011,19:03,1.4
17/12/2011,01:40,3.77
17/12/2011,07:06,1.97
17/12/2011,13:50,3.97
17/12/2011,20:02,1.5
18/12/2011,02:37,3.7
18/12/2011,08:07,2.09
18/12/2011,14:50,3.89
18/12/2011,21:09,1.57
19/12/2011,03:43,3.68
19/12/2011,09:22,2.14
19/12/2011,16:00,3.86
19/12/2011,22:20,1.59
20/12/2011,04:52,3.73
20/12/2011,10:42,2.07
20/12/2011,17:14,3.9
20/12/2011,23:29,1.54
21/12/2011,05:59,3.85
21/12/2011,11:57,1.87
21/12/2011,18:25,3.99
22/12/2011,00:32,1.46
22/12/2011,06:59,4.01
22/12/2011,13:00,1.59
22/12/2011,19:29,4.11
23/12/2011,01:25,1.38
23/12/2011,07:54,4.17
23/12/2011,13:53,1.3
23/12/2011,20:26,4.22
24/12/2011,02:14,1.32
24/12/2011,08:44,4.32
24/12/2011,14:42,1.07
24/12/2011,21:18,4.28
25/12/2011,02:58,1.3
25/12/2011,09:31,4.42
25/12/2011,15:29,0.91
25/12/2011,22:07,4.28
26/12/2011,03:41,1.33
26/12/2011,10:16,4.46
26/12/2011,16:13,0.86
26/12/2011,22:53,4.22
27/12/2011,04:22,1.41
27/12/2011,10:58,4.44
27/12/2011,16:56,0.92
27/12/2011,23:35,4.11
28/12/2011,05:01,1.53
